linetype	x	xend	y	yend	key	showSelected1	showSelected2	PANEL
dotted	10.605882980679	13.1296385632981	1.05049038750799	1.05049038750799	log.bases.per.probe left -1	13.1296385632981	margin	1
dotted	10.605882980679	13.1342359070766	1.05049038750799	1.05049038750799	log.bases.per.probe left -1	13.1342359070766	margin	1
dotted	10.605882980679	13.1361317859771	1.05049038750799	1.05049038750799	log.bases.per.probe left -1	13.1361317859771	margin	1
dotted	10.605882980679	13.1399218682861	1.05049038750799	1.05049038750799	log.bases.per.probe left -1	13.1399218682861	margin	1
dotted	10.605882980679	13.1431674228634	0.83122816017289	0.83122816017289	log.bases.per.probe left -1	13.1431674228634	margin	1
dotted	10.605882980679	13.1559968284758	0.83122816017289	0.83122816017289	log.bases.per.probe left -1	13.1559968284758	margin	1
dotted	10.605882980679	13.1721085299889	0.83122816017289	0.83122816017289	log.bases.per.probe left -1	13.1721085299889	margin	1
dotted	10.605882980679	13.1969012173851	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.1969012173851	margin	1
dotted	10.605882980679	13.220640197723	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.220640197723	margin	1
dotted	10.605882980679	13.2262916951643	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.2262916951643	margin	1
dotted	10.605882980679	13.2386936838472	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.2386936838472	margin	1
dotted	10.605882980679	13.2529728597355	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.2529728597355	margin	1
dotted	10.605882980679	13.2603342141953	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.2603342141953	margin	1
dotted	10.605882980679	13.2723821562637	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.2723821562637	margin	1
dotted	10.605882980679	13.283507089371	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.283507089371	margin	1
dotted	10.605882980679	13.2871434690356	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.2871434690356	margin	1
dotted	10.605882980679	13.2918522745671	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.2918522745671	margin	1
dotted	10.605882980679	13.2956939545344	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.2956939545344	margin	1
dotted	10.605882980679	13.3006753297113	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.3006753297113	margin	1
dotted	10.605882980679	13.3101720501114	0.410625507233687	0.410625507233687	log.bases.per.probe left -1	13.3101720501114	margin	1
dotted	10.605882980679	13.3745281032056	0.410082570270312	0.410082570270312	log.bases.per.probe left -1	13.3745281032056	margin	1
dotted	10.605882980679	13.4655483271887	0.410082570270312	0.410082570270312	log.bases.per.probe left -1	13.4655483271887	margin	1
dotted	10.605882980679	13.5270927062044	0.410082570270312	0.410082570270312	log.bases.per.probe left -1	13.5270927062044	margin	1
dotted	10.605882980679	13.5578468256479	0.410082570270312	0.410082570270312	log.bases.per.probe left -1	13.5578468256479	margin	1
dotted	10.605882980679	13.5600235909162	0.410082570270312	0.410082570270312	log.bases.per.probe left -1	13.5600235909162	margin	1
dotted	10.605882980679	13.5679953892622	0.410082570270312	0.410082570270312	log.bases.per.probe left -1	13.5679953892622	margin	1
dotted	10.605882980679	13.5857649899454	0.410082570270312	0.410082570270312	log.bases.per.probe left -1	13.5857649899454	margin	1
dotted	10.605882980679	13.6129620259783	0.410082570270312	0.410082570270312	log.bases.per.probe left -1	13.6129620259783	margin	1
dotted	10.605882980679	13.6332490894889	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.6332490894889	margin	1
dotted	10.605882980679	13.6440254193657	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.6440254193657	margin	1
dotted	10.605882980679	13.6631360257758	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.6631360257758	margin	1
dotted	10.605882980679	13.6755260402751	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.6755260402751	margin	1
dotted	10.605882980679	13.676513530019	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.676513530019	margin	1
dotted	10.605882980679	13.6788304074389	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.6788304074389	margin	1
dotted	10.605882980679	13.6820513810004	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.6820513810004	margin	1
dotted	10.605882980679	13.6838381339109	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.6838381339109	margin	1
dotted	10.605882980679	13.6877904757736	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.6877904757736	margin	1
dotted	10.605882980679	13.6949200209736	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.6949200209736	margin	1
dotted	10.605882980679	13.7012004320094	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.7012004320094	margin	1
dotted	10.605882980679	13.7080342513737	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.7080342513737	margin	1
dotted	10.605882980679	13.7146458989158	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.7146458989158	margin	1
dotted	10.605882980679	13.7277910036096	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.7277910036096	margin	1
dotted	10.605882980679	13.7391122419845	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.7391122419845	margin	1
dotted	10.605882980679	13.7415315561622	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.7415315561622	margin	1
dotted	10.605882980679	13.7532538100591	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.7532538100591	margin	1
dotted	10.605882980679	13.7752701320646	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.7752701320646	margin	1
dotted	10.605882980679	13.7980149134727	0.165906044690278	0.165906044690278	log.bases.per.probe left -1	13.7980149134727	margin	1
dotted	10.605882980679	13.8425037914511	0.116143777886932	0.116143777886932	log.bases.per.probe left -1	13.8425037914511	margin	1
dotted	10.605882980679	13.8776152795826	0.116143777886932	0.116143777886932	log.bases.per.probe left -1	13.8776152795826	margin	1
dotted	10.605882980679	13.8962707835669	0.116143777886932	0.116143777886932	log.bases.per.probe left -1	13.8962707835669	margin	1
dotted	10.605882980679	13.9191076497234	0.116143777886932	0.116143777886932	log.bases.per.probe left -1	13.9191076497234	margin	1
dotted	10.605882980679	13.9241888191246	0.116143777886932	0.116143777886932	log.bases.per.probe left -1	13.9241888191246	margin	1
dotted	10.605882980679	13.9293161075	0.116143777886932	0.116143777886932	log.bases.per.probe left -1	13.9293161075	margin	1
dotted	10.605882980679	13.9625609781345	0.116143777886932	0.116143777886932	log.bases.per.probe left -1	13.9625609781345	margin	1
dotted	10.605882980679	14.0065771680633	0.116143777886932	0.116143777886932	log.bases.per.probe left -1	14.0065771680633	margin	1
dotted	10.605882980679	14.0256877744734	0.116143777886932	0.116143777886932	log.bases.per.probe left -1	14.0256877744734	margin	1
dotted	10.605882980679	14.0387604145256	0.0618046851356349	0.0618046851356349	log.bases.per.probe left -1	14.0387604145256	margin	1
dotted	10.605882980679	14.0758144006024	0.0618046851356349	0.0618046851356349	log.bases.per.probe left -1	14.0758144006024	margin	1
dotted	10.605882980679	14.1615569769173	0.0618046851356349	0.0618046851356349	log.bases.per.probe left -1	14.1615569769173	margin	1
dotted	10.605882980679	14.3075436807361	0.0618046851356349	0.0618046851356349	log.bases.per.probe left -1	14.3075436807361	margin	1
dotted	10.605882980679	14.428773444433	0.0618046851356349	0.0618046851356349	log.bases.per.probe left -1	14.428773444433	margin	1
dotted	10.6188092207447	14.8762218921134	-0.00261018576893307	-0.00261018576893307	log.bases.per.probe right -1	10.6188092207447	margin	1
dotted	10.6207205001521	14.8762218921134	-0.0745565562983179	-0.0745565562983179	log.bases.per.probe right -1	10.6207205001521	margin	1
dotted	10.6250808065712	14.8762218921134	-0.0745565562983179	-0.0745565562983179	log.bases.per.probe right -1	10.6250808065712	margin	1
dotted	11.658095569196	14.8762218921134	-0.11466336203393	-0.11466336203393	log.bases.per.probe right -1	11.658095569196	margin	1
dotted	12.6902202069001	14.8762218921134	-0.11466336203393	-0.11466336203393	log.bases.per.probe right -1	12.6902202069001	margin	1
dotted	12.6942688120164	14.8762218921134	-0.0745565562983179	-0.0745565562983179	log.bases.per.probe right -1	12.6942688120164	margin	1
dotted	12.7747146113588	14.8762218921134	-0.0745565562983179	-0.0745565562983179	log.bases.per.probe right -1	12.7747146113588	margin	1
dotted	12.8538994702124	14.8762218921134	-0.0531604106019917	-0.0531604106019917	log.bases.per.probe right -1	12.8538994702124	margin	1
dotted	12.8562053928237	14.8762218921134	-0.0531604106019917	-0.0531604106019917	log.bases.per.probe right -1	12.8562053928237	margin	1
dotted	12.8954195919002	14.8762218921134	-0.0531604106019917	-0.0531604106019917	log.bases.per.probe right -1	12.8954195919002	margin	1
dotted	12.975327032703	14.8762218921134	-0.0531604106019917	-0.0531604106019917	log.bases.per.probe right -1	12.975327032703	margin	1
dotted	13.0203756460408	14.8762218921134	-0.0745565562983179	-0.0745565562983179	log.bases.per.probe right -1	13.0203756460408	margin	1
dotted	13.0286054368555	14.8762218921134	-0.224891996138411	-0.224891996138411	log.bases.per.probe right -1	13.0286054368555	margin	1
dotted	13.0429330647357	14.8762218921134	-0.224891996138411	-0.224891996138411	log.bases.per.probe right -1	13.0429330647357	margin	1
dotted	13.0665981428586	14.8762218921134	-0.224891996138411	-0.224891996138411	log.bases.per.probe right -1	13.0665981428586	margin	1
dotted	13.090414821262	14.8762218921134	-0.224891996138411	-0.224891996138411	log.bases.per.probe right -1	13.090414821262	margin	1
dotted	13.1014535566124	14.8762218921134	-0.224891996138411	-0.224891996138411	log.bases.per.probe right -1	13.1014535566124	margin	1
dotted	13.1045090162125	14.8762218921134	-0.224891996138411	-0.224891996138411	log.bases.per.probe right -1	13.1045090162125	margin	1
dotted	13.1094743003138	14.8762218921134	-0.224891996138411	-0.224891996138411	log.bases.per.probe right -1	13.1094743003138	margin	1
dotted	13.1187624931002	14.8762218921134	-0.224891996138411	-0.224891996138411	log.bases.per.probe right -1	13.1187624931002	margin	1
dotted	13.1252450510952	14.8762218921134	-0.224891996138411	-0.224891996138411	log.bases.per.probe right -1	13.1252450510952	margin	1
dotted	13.1296385632981	14.8762218921134	-0.387841300539221	-0.387841300539221	log.bases.per.probe right -1	13.1296385632981	margin	1
dotted	13.1342359070766	14.8762218921134	-0.387841300539221	-0.387841300539221	log.bases.per.probe right -1	13.1342359070766	margin	1
dotted	13.1361317859771	14.8762218921134	-0.387841300539221	-0.387841300539221	log.bases.per.probe right -1	13.1361317859771	margin	1
dotted	13.1399218682861	14.8762218921134	-0.387841300539221	-0.387841300539221	log.bases.per.probe right -1	13.1399218682861	margin	1
dotted	13.1431674228634	14.8762218921134	-0.224891996138411	-0.224891996138411	log.bases.per.probe right -1	13.1431674228634	margin	1
dotted	13.1559968284758	14.8762218921134	-0.224891996138411	-0.224891996138411	log.bases.per.probe right -1	13.1559968284758	margin	1
dotted	13.1721085299889	14.8762218921134	-0.387841300539221	-0.387841300539221	log.bases.per.probe right -1	13.1721085299889	margin	1
dotted	13.1969012173851	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.1969012173851	margin	1
dotted	13.220640197723	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.220640197723	margin	1
dotted	13.2262916951643	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.2262916951643	margin	1
dotted	13.2386936838472	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.2386936838472	margin	1
dotted	13.2529728597355	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.2529728597355	margin	1
dotted	13.2603342141953	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.2603342141953	margin	1
dotted	13.2723821562637	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.2723821562637	margin	1
dotted	13.283507089371	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.283507089371	margin	1
dotted	13.2871434690356	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.2871434690356	margin	1
dotted	13.2918522745671	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.2918522745671	margin	1
dotted	13.2956939545344	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.2956939545344	margin	1
dotted	13.3006753297113	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.3006753297113	margin	1
dotted	13.3101720501114	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.3101720501114	margin	1
dotted	13.3745281032056	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.3745281032056	margin	1
dotted	13.4655483271887	14.8762218921134	-0.459725654289346	-0.459725654289346	log.bases.per.probe right -1	13.4655483271887	margin	1
dotted	13.5270927062044	14.8762218921134	-0.459725654289346	-0.459725654289346	log.bases.per.probe right -1	13.5270927062044	margin	1
dotted	13.5578468256479	14.8762218921134	-0.459725654289346	-0.459725654289346	log.bases.per.probe right -1	13.5578468256479	margin	1
dotted	13.5600235909162	14.8762218921134	-0.459725654289346	-0.459725654289346	log.bases.per.probe right -1	13.5600235909162	margin	1
dotted	13.5679953892622	14.8762218921134	-0.459725654289346	-0.459725654289346	log.bases.per.probe right -1	13.5679953892622	margin	1
dotted	13.5857649899454	14.8762218921134	-0.459725654289346	-0.459725654289346	log.bases.per.probe right -1	13.5857649899454	margin	1
dotted	13.6129620259783	14.8762218921134	-0.459725654289346	-0.459725654289346	log.bases.per.probe right -1	13.6129620259783	margin	1
dotted	13.6332490894889	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.6332490894889	margin	1
dotted	13.6440254193657	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.6440254193657	margin	1
dotted	13.6631360257758	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.6631360257758	margin	1
dotted	13.6755260402751	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.6755260402751	margin	1
dotted	13.676513530019	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.676513530019	margin	1
dotted	13.6788304074389	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.6788304074389	margin	1
dotted	13.6820513810004	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.6820513810004	margin	1
dotted	13.6838381339109	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.6838381339109	margin	1
dotted	13.6877904757736	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.6877904757736	margin	1
dotted	13.6949200209736	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.6949200209736	margin	1
dotted	13.7012004320094	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.7012004320094	margin	1
dotted	13.7080342513737	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.7080342513737	margin	1
dotted	13.7146458989158	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.7146458989158	margin	1
dotted	13.7277910036096	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.7277910036096	margin	1
dotted	13.7391122419845	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.7391122419845	margin	1
dotted	13.7415315561622	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.7415315561622	margin	1
dotted	13.7532538100591	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.7532538100591	margin	1
dotted	13.7752701320646	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.7752701320646	margin	1
dotted	13.7980149134727	14.8762218921134	-0.238368819442564	-0.238368819442564	log.bases.per.probe right -1	13.7980149134727	margin	1
dotted	13.8425037914511	14.8762218921134	-0.216972673746237	-0.216972673746237	log.bases.per.probe right -1	13.8425037914511	margin	1
dotted	13.8776152795826	14.8762218921134	-0.216972673746237	-0.216972673746237	log.bases.per.probe right -1	13.8776152795826	margin	1
dotted	13.8962707835669	14.8762218921134	-0.216972673746237	-0.216972673746237	log.bases.per.probe right -1	13.8962707835669	margin	1
dotted	13.9191076497234	14.8762218921134	-0.216972673746237	-0.216972673746237	log.bases.per.probe right -1	13.9191076497234	margin	1
dotted	13.9241888191246	14.8762218921134	-0.216972673746237	-0.216972673746237	log.bases.per.probe right -1	13.9241888191246	margin	1
dotted	13.9293161075	14.8762218921134	-0.6596835713029	-0.6596835713029	log.bases.per.probe right -1	13.9293161075	margin	1
dotted	13.9625609781345	14.8762218921134	-0.6596835713029	-0.6596835713029	log.bases.per.probe right -1	13.9625609781345	margin	1
dotted	14.0065771680633	14.8762218921134	-0.6596835713029	-0.6596835713029	log.bases.per.probe right -1	14.0065771680633	margin	1
dotted	14.0256877744734	14.8762218921134	-0.6596835713029	-0.6596835713029	log.bases.per.probe right -1	14.0256877744734	margin	1
dotted	14.0387604145256	14.8762218921134	-0.29097093814458	-0.29097093814458	log.bases.per.probe right -1	14.0387604145256	margin	1
dotted	14.0758144006024	14.8762218921134	-0.29097093814458	-0.29097093814458	log.bases.per.probe right -1	14.0758144006024	margin	1
dotted	14.1615569769173	14.8762218921134	-0.29097093814458	-0.29097093814458	log.bases.per.probe right -1	14.1615569769173	margin	1
dotted	14.3075436807361	14.8762218921134	-0.927278543723117	-0.927278543723117	log.bases.per.probe right -1	14.3075436807361	margin	1
dotted	14.428773444433	14.8762218921134	0.336107142473267	0.336107142473267	log.bases.per.probe right -1	14.428773444433	margin	1
solid	10.605882980679	10.6188092207447	1.59782329634117	1.59782329634117	log.bases.per.probe left 0	10.6188092207447	prediction	1
solid	10.605882980679	10.6207205001521	1.59782329634117	1.59782329634117	log.bases.per.probe left 0	10.6207205001521	prediction	1
solid	10.605882980679	10.6250808065712	1.59782329634117	1.59782329634117	log.bases.per.probe left 0	10.6250808065712	prediction	1
solid	10.605882980679	11.658095569196	2.14893622494239	2.14893622494239	log.bases.per.probe left 0	11.658095569196	prediction	1
solid	10.605882980679	12.6902202069001	2.14893622494239	2.14893622494239	log.bases.per.probe left 0	12.6902202069001	prediction	1
solid	10.605882980679	12.6942688120164	1.87337976064178	1.87337976064178	log.bases.per.probe left 0	12.6942688120164	prediction	1
solid	10.605882980679	12.7747146113588	1.87337976064178	1.87337976064178	log.bases.per.probe left 0	12.7747146113588	prediction	1
solid	10.605882980679	12.8538994702124	1.58093585685601	1.58093585685601	log.bases.per.probe left 0	12.8538994702124	prediction	1
solid	10.605882980679	12.8562053928237	1.58093585685601	1.58093585685601	log.bases.per.probe left 0	12.8562053928237	prediction	1
solid	10.605882980679	12.8954195919002	1.58093585685601	1.58093585685601	log.bases.per.probe left 0	12.8954195919002	prediction	1
solid	10.605882980679	12.975327032703	1.34478619003574	1.34478619003574	log.bases.per.probe left 0	12.975327032703	prediction	1
solid	10.605882980679	13.0203756460408	1.34478619003574	1.34478619003574	log.bases.per.probe left 0	13.0203756460408	prediction	1
solid	10.605882980679	13.0286054368555	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.0286054368555	prediction	1
solid	10.605882980679	13.0429330647357	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.0429330647357	prediction	1
solid	10.605882980679	13.0665981428586	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.0665981428586	prediction	1
solid	10.605882980679	13.090414821262	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.090414821262	prediction	1
solid	10.605882980679	13.1014535566124	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.1014535566124	prediction	1
solid	10.605882980679	13.1045090162125	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.1045090162125	prediction	1
solid	10.605882980679	13.1094743003138	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.1094743003138	prediction	1
solid	10.605882980679	13.1187624931002	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.1187624931002	prediction	1
solid	10.605882980679	13.1252450510952	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.1252450510952	prediction	1
solid	10.605882980679	13.1296385632981	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.1296385632981	prediction	1
solid	10.605882980679	13.1342359070766	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.1342359070766	prediction	1
solid	10.605882980679	13.1361317859771	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.1361317859771	prediction	1
solid	10.605882980679	13.1399218682861	1.55049038750799	1.55049038750799	log.bases.per.probe left 0	13.1399218682861	prediction	1
solid	10.605882980679	13.1431674228634	1.33122816017289	1.33122816017289	log.bases.per.probe left 0	13.1431674228634	prediction	1
solid	10.605882980679	13.1559968284758	1.33122816017289	1.33122816017289	log.bases.per.probe left 0	13.1559968284758	prediction	1
solid	10.605882980679	13.1721085299889	1.33122816017289	1.33122816017289	log.bases.per.probe left 0	13.1721085299889	prediction	1
solid	10.605882980679	13.1969012173851	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.1969012173851	prediction	1
solid	10.605882980679	13.220640197723	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.220640197723	prediction	1
solid	10.605882980679	13.2262916951643	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.2262916951643	prediction	1
solid	10.605882980679	13.2386936838472	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.2386936838472	prediction	1
solid	10.605882980679	13.2529728597355	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.2529728597355	prediction	1
solid	10.605882980679	13.2603342141953	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.2603342141953	prediction	1
solid	10.605882980679	13.2723821562637	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.2723821562637	prediction	1
solid	10.605882980679	13.283507089371	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.283507089371	prediction	1
solid	10.605882980679	13.2871434690356	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.2871434690356	prediction	1
solid	10.605882980679	13.2918522745671	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.2918522745671	prediction	1
solid	10.605882980679	13.2956939545344	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.2956939545344	prediction	1
solid	10.605882980679	13.3006753297113	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.3006753297113	prediction	1
solid	10.605882980679	13.3101720501114	0.910625507233687	0.910625507233687	log.bases.per.probe left 0	13.3101720501114	prediction	1
solid	10.605882980679	13.3745281032056	0.910082570270312	0.910082570270312	log.bases.per.probe left 0	13.3745281032056	prediction	1
solid	10.605882980679	13.4655483271887	0.910082570270312	0.910082570270312	log.bases.per.probe left 0	13.4655483271887	prediction	1
solid	10.605882980679	13.5270927062044	0.910082570270312	0.910082570270312	log.bases.per.probe left 0	13.5270927062044	prediction	1
solid	10.605882980679	13.5578468256479	0.910082570270312	0.910082570270312	log.bases.per.probe left 0	13.5578468256479	prediction	1
solid	10.605882980679	13.5600235909162	0.910082570270312	0.910082570270312	log.bases.per.probe left 0	13.5600235909162	prediction	1
solid	10.605882980679	13.5679953892622	0.910082570270312	0.910082570270312	log.bases.per.probe left 0	13.5679953892622	prediction	1
solid	10.605882980679	13.5857649899454	0.910082570270312	0.910082570270312	log.bases.per.probe left 0	13.5857649899454	prediction	1
solid	10.605882980679	13.6129620259783	0.910082570270312	0.910082570270312	log.bases.per.probe left 0	13.6129620259783	prediction	1
solid	10.605882980679	13.6332490894889	0.665906044690279	0.665906044690279	log.bases.per.probe left 0	13.6332490894889	prediction	1
solid	10.605882980679	13.6440254193657	0.665906044690279	0.665906044690279	log.bases.per.probe left 0	13.6440254193657	prediction	1
solid	10.605882980679	13.6631360257758	0.665906044690279	0.665906044690279	log.bases.per.probe left 0	13.6631360257758	prediction	1
solid	10.605882980679	13.6755260402751	0.665906044690279	0.665906044690279	log.bases.per.probe left 0	13.6755260402751	prediction	1
solid	10.605882980679	13.676513530019	0.665906044690279	0.665906044690279	log.bases.per.probe left 0	13.676513530019	prediction	1
solid	10.605882980679	13.6788304074389	0.665906044690279	0.665906044690279	log.bases.per.probe left 0	13.6788304074389	prediction	1
solid	10.605882980679	13.6820513810004	0.665906044690279	0.665906044690279	log.bases.per.probe left 0	13.6820513810004	prediction	1
solid	10.605882980679	13.6838381339109	0.665906044690279	0.665906044690279	log.bases.per.probe left 0	13.6838381339109	prediction	1
solid	10.605882980679	13.6877904757736	0.665906044690279	0.665906044690279	log.bases.per.probe left 0	13.6877904757736	prediction	1
solid	10.605882980679	13.6949200209736	0.665906044690279	0.665906044690279	log.bases.per.probe left 0	13.6949200209736	prediction	1
solid	10.605882980679	13.7012004320094	0.665906044690279	0.665906044690279	log.bases.per.probe left 0	13.7012004320094	prediction	1
